City_pair,From_location,To_Location,Product_type,Adults_traveling,Seniors_traveling,Children_traveling,Youth_traveling,Infant traveling,Date_of_travel,Time_of_travel,Date_of_Return,Time_of_Return,Price_of_booking,Airline_code,Airline,Hotel
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,90.49,102.85,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,88.28,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,88.65,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,141.41,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,141.41,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,79.99,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,6,1,1,0,0,1,00:00.0,00:00.0,0,176.64,207.83,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,6,1,1,0,0,1,00:00.0,00:00.0,0,176.64,463.68,nan,nan,Rio All-Suite Hotel & Casino
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,176.36,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,326.18,nan,nan,Four Queens Hotel and Casino
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,73.84,79.99,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,146.82,78.38,nan,nan,Four Queens Hotel and Casino
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,153.64,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,2,0,0,0,0,00:00.0,00:00.0,0,56.67,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,238.03,nan,nan,Vdara Hotel & Spa
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,42.41,51.42,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,43.16,124.91,nan,nan,The Signature at MGM Grand
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,50,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,51.26,0,nan,nan,nan
LAS-LAS,LAS,LAS,3,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,0,61.98,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,292.94,nan,nan,Good Nite Inn Sylmar
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,97.84,nan,nan,Golden Nugget Hotel & Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,292.94,nan,nan,Good Nite Inn Sylmar
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,34.66,nan,nan,Circus Circus Hotel & Casino
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,242.95,nan,nan,Four Queens Hotel and Casino
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,84.41,123.17,nan,nan,Golden Gate Hotel and Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,242.95,nan,nan,Four Queens Hotel and Casino
LAS-LAS,LAS,LAS,4,0,2,0,0,0,00:00.0,00:00.0,0,0,45.7,nan,nan,Suncoast Hotel and Casino
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,37.71,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,37.71,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,222.88,nan,nan,Hilton Grand Vacations Suites at the Flamingo
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,222.88,nan,nan,Hilton Grand Vacations Suites at the Flamingo
LAS-LAS,LAS,LAS,2,1,1,1,1,1,00:00.0,00:00.0,0,60.86,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,103.09,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,94.87,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,1,0,1,1,00:00.0,00:00.0,0,46.12,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,121.68,nan,nan,Silver Sevens Hotel & Casino
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,492.16,nan,nan,Tropicana Las Vegas - A Doubletree by Hilton
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,177.37,nan,nan,Palace Station Hotel and Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,177.37,nan,nan,Palace Station Hotel and Casino
LAS-LAS,LAS,LAS,4,6,0,0,0,0,00:00.0,00:00.0,0,0,484.95,nan,nan,LVH - Las Vegas Hotel & Casino
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,226.88,nan,nan,Crossland Economy Studios - Las Vegas - Boulder Highway
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,226.88,nan,nan,Crossland Economy Studios - Las Vegas - Boulder Highway
LAS-LAS,LAS,LAS,2,1,0,0,0,0,00:00.0,00:00.0,0,91.98,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,698.49,nan,nan,Four Seasons Hotel Las Vegas
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,698.49,nan,nan,Four Seasons Hotel Las Vegas
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,44.64,21.81,nan,nan,Riviera Hotel And Casino
LAS-LAS,LAS,LAS,6,1,0,0,0,0,00:00.0,00:00.0,0,44.64,53.12,nan,nan,Golden Nugget Hotel & Casino
LAS-LAS,LAS,LAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,538.63,nan,nan,Rio All-Suite Hotel & Casino
LAS-LAS,LAS,LAS,2,1,1,0,0,0,00:00.0,00:00.0,0,172.35,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,1,0,0,0,00:00.0,00:00.0,0,172.35,0,nan,nan,nan
LAS-LAS,LAS,LAS,2,1,1,0,0,0,00:00.0,00:00.0,0,172.35,0,nan,nan,nan
LAS-LAS,LAS,LAS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,167.31,nan,nan,Rio All-Suite Hotel & Casino
LAS-JFK,LAS,JFK,5,0,2,1,0,0,00:00.0,00:00.0,1034.1,0,0,AA,American Airlines,nan
LAS-JFK,LAS,JFK,7,1,0,0,0,0,00:00.0,00:00.0,1113,199.12,0,Multiple Airlines,Multiple Airlines,nan
LAS-JFK,LAS,JFK,7,1,0,0,0,0,00:00.0,00:00.0,1098,199.12,0,Multiple Airlines,Multiple Airlines,nan
LAS-JFK,LAS,JFK,3,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,464,108.29,0,SY,Sun Country,nan
LAS-JFK,LAS,JFK,5,0,2,0,0,1,00:00.0,00:00.0,2709.6,0,789.78,UA,United Airlines,Hilton Garden Inn Queens/JFK Airport
LAS-IAH,LAS,IAH,1,1,0,0,0,0,00:00.0,00:00.0,430.5,0,0,US,US Airways,nan
LAS-IAH,LAS,IAH,1,1,0,0,0,0,00:00.0,00:00.0,592.5,0,0,AA,American Airlines,nan
LAS-IAH,LAS,IAH,3,1,0,0,0,0,00:00.0,00:00.0,668.5,291.47,0,US,US Airways,nan
LAS-IAH,LAS,IAH,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,107.1,0,0,NK,Spirit Airlines,nan
LAS-HOU,LAS,HOU,3,1,0,0,0,0,00:00.0,00:00.0,543.7,186.79,0,AA,American Airlines,nan
LAS-GIG,LAS,GIG,1,0,2,0,0,0,00:00.0,00:00.0,3799.66,0,0,CM,COPA,nan
LAS-FRA,LAS,FRA,1,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,5509.4,0,0,Multiple Airlines,Multiple Airlines,nan
LAS-FRA,LAS,FRA,7,1,0,0,0,0,00:00.0,00:00.0,2817.6,236.49,185,Multiple Airlines,Multiple Airlines,Steigenberger Airport Hotel
LAS-FRA,LAS,FRA,7,1,0,0,0,0,00:00.0,00:00.0,2817.6,194.07,68.75,Multiple Airlines,Multiple Airlines,Holiday Inn Express Frankfurt Airport
LAS-FLL,LAS,FLL,7,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,304.2,315.55,301.5,B6,JetBlue,Howard Johnson Plaza Hotel Miami Airport
LAS-DXB,LAS,DXB,1,0,1,0,1,0,00:00.0,1753-01-01 00:00:00.000,1274.4,0,0,EY,Etihad Airways,nan
LAS-DXB,LAS,DXB,1,0,1,0,1,0,00:00.0,1753-01-01 00:00:00.000,1274.4,0,0,EY,Etihad Airways,nan
LAS-DFW,LAS,DFW,3,1,0,0,0,0,00:00.0,00:00.0,174.2,54.37,0,NK,Spirit Airlines,nan
LAS-DFW,LAS,DFW,1,1,0,0,0,0,00:00.0,00:00.0,278.2,0,0,NK,Spirit Airlines,nan
LAS-DEN,LAS,DEN,1,1,1,1,1,1,00:00.0,1753-01-01 00:00:00.000,428.4,0,0,NK,Spirit Airlines,nan
LAS-DEN,LAS,DEN,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,555.2,0,0,Multiple Airlines,Multiple Airlines,nan
LAS-BOS,LAS,BOS,1,2,0,0,0,0,00:00.0,00:00.0,1504.4,0,0,Multiple Airlines,Multiple Airlines,nan
LAS-BOS,LAS,BOS,1,2,0,0,0,0,00:00.0,00:00.0,1683.4,0,0,Multiple Airlines,Multiple Airlines,nan
LAS-BKK,LAS,BKK,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,784.8,0,0,SQ,Singapore Airlines,nan
LAS-AUH,LAS,AUH,7,0,2,0,0,1,00:00.0,00:00.0,28171.2,0,1135.64,Multiple Airlines,Multiple Airlines,"Radisson Blu Hotel, Abu Dhabi Yas Island"
LAS-ATL,LAS,ATL,3,1,0,0,0,0,00:00.0,00:00.0,461.2,82.42,0,NK,Spirit Airlines,nan
LAS-ATL,LAS,ATL,3,1,0,0,0,0,00:00.0,00:00.0,461.2,82.42,0,NK,Spirit Airlines,nan
LAS-ANR,LAS,ANR,7,1,0,0,0,0,00:00.0,00:00.0,0,262.7,162.34,nan,nan,Amrath Hotel Hazeldonk
KWI-KWI,KWI,KWI,2,1,1,0,0,0,00:00.0,00:00.0,0,126.58,0,nan,nan,nan
KUL-KUL,KUL,KUL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,86.67,nan,nan,Prescott Hotel Klang
KUL-KUL,KUL,KUL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,86.67,nan,nan,Prescott Hotel Klang
KEF-KEF,KEF,KEF,4,1,0,0,0,0,00:00.0,00:00.0,0,0,843.66,nan,nan,Centerhotel Arnarhvoll
JTR-JTR,JTR,JTR,4,1,0,0,0,0,00:00.0,00:00.0,0,0,3200.032,nan,nan,Americas Best Value Inn and Suites - LAX/El Segundo
JFK-WAS,JFK,WAS,1,1,0,0,0,0,00:00.0,00:00.0,406,0,0,DL,Delta Airlines,nan
JFK-SJC,JFK,SJC,7,2,1,1,0,0,00:00.0,00:00.0,2488,268.12,823.2,Multiple Airlines,Multiple Airlines,Studio Inn Livermore
JFK-SJC,JFK,SJC,7,2,1,1,0,0,00:00.0,00:00.0,2864,268.12,823.2,Multiple Airlines,Multiple Airlines,Studio Inn Livermore
JFK-SJC,JFK,SJC,7,2,0,0,0,0,00:00.0,00:00.0,1382,268.12,491.46,Multiple Airlines,Multiple Airlines,Studio Inn Livermore
JFK-SJC,JFK,SJC,7,2,1,1,0,0,00:00.0,00:00.0,3544,267.84,464.45,B6,JetBlue,Budget Inn of Hayward
JFK-SJC,JFK,SJC,7,2,1,1,0,0,00:00.0,00:00.0,3544,267.84,784,B6,JetBlue,Caravelle Inn & Suites
JFK-MIA,JFK,MIA,1,1,1,0,0,0,00:00.0,00:00.0,970,0,0,US,US Airways,nan
JFK-MAD,JFK,MAD,7,1,0,0,0,0,00:00.0,00:00.0,845.7,219.29,283.8,US,US Airways,Rafaelhoteles Ventas
JFK-LHR,JFK,LHR,7,2,1,1,0,0,00:00.0,00:00.0,5956.2,198.96,2817.53,LX,SWISS,Holiday Inn Express London Hammersmith
JFK-KEF,JFK,KEF,5,1,0,0,0,0,00:00.0,00:00.0,1114.3,0,0,FI,Icelandair,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,191.86,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,191.86,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,191.86,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,68.88,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,68.88,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,68.88,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,251.02,0,nan,nan,nan
JFK-JFK,JFK,JFK,4,1,1,0,0,0,00:00.0,00:00.0,0,0,261.09,nan,nan,Playland Motel
JFK-JFK,JFK,JFK,4,1,1,0,0,0,00:00.0,00:00.0,0,0,883.75,nan,nan,Z NYC Hotel
JFK-JFK,JFK,JFK,4,1,0,0,0,0,00:00.0,00:00.0,0,0,931.25,nan,nan,The Edison Hotel
JFK-JFK,JFK,JFK,2,2,0,0,0,0,00:00.0,00:00.0,0,167.35,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,2,0,0,0,0,00:00.0,00:00.0,0,167.35,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,64.64,0,nan,nan,nan
JFK-JFK,JFK,JFK,2,1,0,0,0,0,00:00.0,00:00.0,0,300.35,0,nan,nan,nan
JFK-JFK,JFK,JFK,6,2,0,0,0,0,00:00.0,00:00.0,0,117.59,174.06,nan,nan,Playland Motel
JFK-JFK,JFK,JFK,4,2,0,0,0,0,00:00.0,00:00.0,0,0,273.2,nan,nan,Playland Motel
JFK-FLL,JFK,FLL,7,2,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,492.4,284.14,346.64,DL,Delta Airlines,Hyatt Place Miami Airport West/Doral
JFK-DEN,JFK,DEN,1,0,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,633.2,0,0,AA,American Airlines,nan
JFK-CDG,JFK,CDG,5,2,0,0,0,0,00:00.0,00:00.0,2589,0,1337.88,SU,Aeroflot,Good Nite Inn Sylmar
JFK-BRU,JFK,BRU,1,2,0,0,0,0,00:00.0,00:00.0,3291.2,0,0,Multiple Airlines,Multiple Airlines,nan
JFK-AKL,JFK,AKL,7,2,0,0,0,0,00:00.0,00:00.0,5172.8,342.81,455.55,Multiple Airlines,Multiple Airlines,Auckland Rose Park Hotel
JDM-JDM,JDM,JDM,4,2,0,0,0,0,00:00.0,00:00.0,0,0,182.1,nan,nan,Shalimar Motel
JAC-JAC,JAC,JAC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,3159.53,nan,nan,The Rustic Inn Creekside Resort and Spa at Jackson Hole
IXU-DFW,IXU,DFW,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,4964.04,0,0,Multiple Airlines,Multiple Airlines,nan
IXU-DFW,IXU,DFW,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,1990.04,0,0,Multiple Airlines,Multiple Airlines,nan
IND-IND,IND,IND,6,2,0,0,0,0,00:00.0,00:00.0,0,106.72,374.51,nan,nan,Radisson Indianapolis Airport
ICN-PVG,ICN,PVG,5,2,0,1,0,0,00:00.0,00:00.0,1276.7,0,511.68,OZ,Asiana Airlines,Ramada Pudong Airport Shanghai
IAH-PAR,IAH,PAR,1,1,0,0,0,0,00:00.0,00:00.0,1373.1,0,0,TK,Turkish Airlines,nan
IAH-PAR,IAH,PAR,1,1,0,0,0,0,00:00.0,00:00.0,1373.1,0,0,TK,Turkish Airlines,nan
IAH-PAR,IAH,PAR,1,1,0,0,0,0,00:00.0,00:00.0,1373.1,0,0,TK,Turkish Airlines,nan
IAH-PAR,IAH,PAR,1,1,0,0,0,0,00:00.0,00:00.0,1373.1,0,0,TK,Turkish Airlines,nan
IAH-PAR,IAH,PAR,1,1,0,0,0,0,00:00.0,00:00.0,1373.1,0,0,TK,Turkish Airlines,nan
IAH-MIA,IAH,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,807.1,0,0,Multiple Airlines,Multiple Airlines,nan
IAH-MIA,IAH,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,807.1,0,0,Multiple Airlines,Multiple Airlines,nan
IAH-MIA,IAH,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,379.1,0,0,AA,American Airlines,nan
IAH-MIA,IAH,MIA,1,1,0,0,0,0,00:00.0,00:00.0,397.7,0,0,DL,Delta Airlines,nan
IAH-MIA,IAH,MIA,1,1,0,0,0,0,00:00.0,00:00.0,424.2,0,0,Multiple Airlines,Multiple Airlines,nan
IAH-LAX,IAH,LAX,1,0,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,115.6,0,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,1,1,0,0,0,0,00:00.0,00:00.0,389.7,0,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,1,1,0,0,0,0,00:00.0,00:00.0,389.7,0,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,1,1,0,0,0,0,00:00.0,00:00.0,389.7,0,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,1,1,0,0,0,0,00:00.0,00:00.0,389.7,0,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,3,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,252.5,37.45,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,3,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,252.5,37.45,0,NK,Spirit Airlines,nan
IAH-LAS,IAH,LAS,7,0,1,0,1,0,00:00.0,00:00.0,242.7,70.75,79.99,NK,Spirit Airlines,LVH - Las Vegas Hotel & Casino
IAH-IAH,IAH,IAH,4,1,0,0,0,0,00:00.0,00:00.0,0,0,851.5,nan,nan,Hotel ZaZa Houston
IAH-IAH,IAH,IAH,4,1,0,0,0,0,00:00.0,00:00.0,0,0,342.36,nan,nan,Hilton Houston North
IAH-IAH,IAH,IAH,6,1,1,0,0,0,00:00.0,00:00.0,0,158.63,0,nan,nan,nan
IAH-IAH,IAH,IAH,2,1,0,0,0,0,00:00.0,00:00.0,0,376.57,0,nan,nan,nan
IAH-IAH,IAH,IAH,2,1,0,0,0,0,00:00.0,00:00.0,0,365.07,0,nan,nan,nan
IAH-IAH,IAH,IAH,2,1,0,0,0,0,00:00.0,00:00.0,0,365.07,0,nan,nan,nan
IAH-IAH,IAH,IAH,4,2,0,0,0,0,00:00.0,00:00.0,0,0,314.04,nan,nan,Baymont Inn & Suites Houston Hobby Airport
IAH-IAH,IAH,IAH,2,2,0,0,0,0,00:00.0,00:00.0,0,43.61,0,nan,nan,nan
IAH-IAH,IAH,IAH,4,0,2,0,0,0,00:00.0,00:00.0,0,0,2061.12,nan,nan,Hotel ZaZa Houston
IAH-IAH,IAH,IAH,4,0,2,0,0,0,00:00.0,00:00.0,0,0,2061.12,nan,nan,Hotel ZaZa Houston
IAH-IAH,IAH,IAH,6,2,0,0,0,0,00:00.0,00:00.0,0,227.11,277.29,nan,nan,Ramada Houston Intercontinental Airport East
IAH-IAH,IAH,IAH,6,2,0,0,0,0,00:00.0,00:00.0,0,227.11,225.54,nan,nan,Ramada Houston Intercontinental Airport East
IAH-FRA,IAH,FRA,3,1,0,0,0,0,00:00.0,00:00.0,925.3,109.48,0,TK,Turkish Airlines,nan
IAH-FRA,IAH,FRA,3,1,0,0,0,0,00:00.0,00:00.0,925.3,109.48,0,TK,Turkish Airlines,nan
IAH-DFW,IAH,DFW,5,0,2,0,0,0,00:00.0,00:00.0,773.4,0,40.68,UA,United Airlines,Sea Beach Plaza
IAH-DFW,IAH,DFW,7,0,2,0,0,0,00:00.0,00:00.0,865.4,52.64,123.2300034,AA,American Airlines,Ramada Dallas North
IAH-DFW,IAH,DFW,7,0,2,0,0,0,00:00.0,00:00.0,0,0,99.43,nan,nan,DFW Airport Hotel & Conference Center
IAH-BKK,IAH,BKK,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,839.6,0,0,QR,Qatar Airways,nan
IAH-BKK,IAH,BKK,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,839.6,0,0,QR,Qatar Airways,nan
HOU-SFO,HOU,SFO,1,1,1,0,1,0,00:00.0,00:00.0,1217,0,0,Multiple Airlines,Multiple Airlines,nan
HOU-RST,HOU,RST,7,1,1,0,0,0,00:00.0,00:00.0,791,88.1,177.65,DL,Delta Airlines,Clarion Rochester - S - Mayo Clinic Area
HOU-LAX,HOU,LAX,1,1,0,0,0,0,00:00.0,00:00.0,405.7,0,0,Multiple Airlines,Multiple Airlines,nan
HOU-LAX,HOU,LAX,1,1,0,0,0,0,00:00.0,00:00.0,405.7,0,0,Multiple Airlines,Multiple Airlines,nan
HOU-LAX,HOU,LAX,1,1,0,0,0,0,00:00.0,00:00.0,405.7,0,0,US,US Airways,nan
HOU-LAS,HOU,LAS,5,1,0,0,0,0,00:00.0,00:00.0,403.7,0,79.99,AA,American Airlines,LVH - Las Vegas Hotel & Casino
HOU-HOU,HOU,HOU,2,1,0,0,0,0,00:00.0,00:00.0,0,149.74,0,nan,nan,nan
HOU-HOU,HOU,HOU,2,1,0,0,0,0,00:00.0,00:00.0,0,149.74,0,nan,nan,nan
HOU-HOU,HOU,HOU,4,1,0,0,0,0,00:00.0,00:00.0,0,0,545.51,nan,nan,Magnolia Hotel Houston
HOU-HOU,HOU,HOU,4,1,0,0,0,0,00:00.0,00:00.0,0,0,290.08,nan,nan,Crowne Plaza Houston River Oaks
HOU-HOU,HOU,HOU,4,1,0,0,0,0,00:00.0,00:00.0,0,0,290.08,nan,nan,Crowne Plaza Houston River Oaks
HOU-HOU,HOU,HOU,2,0,1,0,0,0,00:00.0,00:00.0,0,186.79,0,nan,nan,nan
HOU-DFW,HOU,DFW,7,1,1,0,0,1,00:00.0,00:00.0,842.1,112,149.02,AA,American Airlines,Wyndham Dallas Suites- Park Central
HOU-DFW,HOU,DFW,5,1,1,0,0,1,00:00.0,00:00.0,842.1,0,156.58,AA,American Airlines,Best Western Plus Dallas Hotel & Conference Center
HOU-DFW,HOU,DFW,5,1,1,0,0,1,00:00.0,00:00.0,842.1,0,156.58,AA,American Airlines,Best Western Plus Dallas Hotel & Conference Center
HOU-DFW,HOU,DFW,7,1,1,0,0,0,00:00.0,00:00.0,561.4,104.07,129.66,AA,American Airlines,Ramada Dallas North
HOU-DFW,HOU,DFW,7,1,1,0,0,0,00:00.0,00:00.0,561.4,104.07,156.58,AA,American Airlines,Best Western Plus Dallas Hotel & Conference Center
HOU-DFW,HOU,DFW,7,1,1,0,0,0,00:00.0,00:00.0,561.4,104.07,156.58,AA,American Airlines,Best Western Plus Dallas Hotel & Conference Center
HOU-DFW,HOU,DFW,7,1,1,0,0,0,00:00.0,00:00.0,561.4,104.07,156.58,AA,American Airlines,Best Western Plus Dallas Hotel & Conference Center
HON-HON,HON,HON,4,2,0,0,0,0,00:00.0,00:00.0,0,0,1166.57,nan,nan,Aston Waikiki Beach Hotel
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,3,0,0,0,0,00:00.0,00:00.0,0,0,830.4,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,415.2,nan,nan,Hawaii Prince Hotel Waikiki
HNL-HNL,HNL,HNL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,250.1044,nan,nan,OHANA Waikiki West
HKT-HKT,HKT,HKT,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1167.68,nan,nan,Phuket Orchid Resort
HKG-SFO,HKG,SFO,5,2,1,0,0,1,00:00.0,00:00.0,4287.6,0,438.37,UA,United Airlines,Holiday Inn Dublin
HKG-HKG,HKG,HKG,4,1,0,0,0,0,00:00.0,00:00.0,0,0,572.25,nan,nan,City Garden Hotel
HKG-HKG,HKG,HKG,4,1,0,0,0,0,00:00.0,00:00.0,0,0,232.68,nan,nan,The Panglin Hotel
GVA-JFK,GVA,JFK,5,2,0,0,0,0,00:00.0,00:00.0,2024.6,0,451.43,BA,British Airways,Americas Best Value Inn - Newark Airport
GRR-TVC,GRR,TVC,2,1,0,0,0,0,00:00.0,00:00.0,0,78.38,0,nan,nan,nan
GJT-GJT,GJT,GJT,4,1,0,0,0,0,00:00.0,00:00.0,0,0,283.8,nan,nan,Grand Vista Hotel
GJT-GJT,GJT,GJT,4,4,0,0,0,0,00:00.0,00:00.0,0,0,894.42,nan,nan,Doubletree Hotel Grand Junction
FSD-FSD,FSD,FSD,4,2,0,0,0,0,00:00.0,00:00.0,0,0,682.52,nan,nan,Courtyard by Marriott Sioux Falls
FRO-PLS,FRO,PLS,1,1,1,0,0,0,00:00.0,00:00.0,5818,0,0,Multiple Airlines,Multiple Airlines,nan
FRA-SFO,FRA,SFO,3,1,0,0,0,0,00:00.0,00:00.0,2096.4,202.04,0,Multiple Airlines,Multiple Airlines,nan
FRA-SFO,FRA,SFO,3,1,0,0,0,0,00:00.0,00:00.0,1977.4,202.04,0,AC,Air Canada,nan
FRA-LON,FRA,LON,7,1,2,0,0,0,00:00.0,00:00.0,0,0,1838.23,nan,nan,Hilton London Paddington
FRA-FRA,FRA,FRA,2,1,0,0,0,0,00:00.0,00:00.0,0,194.07,0,nan,nan,nan
FRA-FRA,FRA,FRA,4,0,2,0,0,0,00:00.0,00:00.0,0,0,484.77,nan,nan,Ramada Hotel Frankfurt City Center
