City_pair,From_location,To_Location,Product_type,Adults_traveling,Seniors_traveling,Children_traveling,Youth_traveling,Infant traveling,Date_of_travel,Time_of_travel,Date_of_Return,Time_of_Return,Price_of_booking,Airline_code,Airline,Hotel
SFO-LAS,SFO,LAS,7,1,0,0,0,0,00:00.0,00:00.0,153.2,0,270.35,B6,JetBlue,Tropicana Las Vegas - A Doubletree by Hilton
SFO-JFK,SFO,JFK,1,0,1,0,0,0,00:00.0,00:00.0,345.6,0,0,B6,JetBlue,nan
SFO-GJT,SFO,GJT,7,1,1,0,2,0,00:00.0,00:00.0,1130.4,101.58,214.1,AA,American Airlines,Courtyard by Marriott Grand Junction
SFO-FIH,SFO,FIH,1,1,0,0,0,0,00:00.0,00:00.0,3945.2,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-DFW,SFO,DFW,7,1,1,0,0,0,00:00.0,00:00.0,653.4,134.94,327.08,AA,American Airlines,"Warwick Melrose Hotel, Dallas"
SFO-DFW,SFO,DFW,7,1,1,0,0,0,00:00.0,00:00.0,653.4,134.94,235.04,AA,American Airlines,Hilton Anatole
SFO-DFW,SFO,DFW,7,1,0,0,0,0,00:00.0,00:00.0,317.2,122.68,140.64,F9,Frontier Airlines,Americas Best Value Inn Dallas
SFO-DFW,SFO,DFW,7,1,1,0,0,0,00:00.0,00:00.0,636.4,138.35,84.14,UA,United Airlines,Crossland Economy Studios - Dallas - Irving
SFO-DFW,SFO,DFW,5,1,0,0,0,0,00:00.0,00:00.0,294.2,0,232.02,AS,Alaska Airlines,Wyndham Dallas Suites- Park Central
SFO-DFW,SFO,DFW,1,2,0,0,0,0,00:00.0,00:00.0,666.4,0,0,DL,Delta Airlines,nan
SFO-DFW,SFO,DFW,2,1,1,0,0,0,00:00.0,00:00.0,0,319.12,0,nan,nan,nan
SFO-DEN,SFO,DEN,1,1,0,0,0,0,00:00.0,00:00.0,562,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-DEN,SFO,DEN,7,1,1,0,0,0,00:00.0,00:00.0,502.4,209.19,849.76,DL,Delta Airlines,Magnolia Hotel Denver
SFO-DAL,SFO,DAL,7,1,0,0,0,0,00:00.0,00:00.0,373.2,148.08,1406,UA,United Airlines,"Hotel Palomar Dallas , a Kimpton Hotel"
SFO-DAL,SFO,DAL,7,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,793.2,51.46,674.31,DL,Delta Airlines,"Hotel Palomar Dallas , a Kimpton Hotel"
SFO-DAL,SFO,DAL,5,2,0,0,0,0,00:00.0,00:00.0,1370.4,0,163.38,DL,Delta Airlines,Best Western Plus Dallas Hotel & Conference Center
SFO-DAL,SFO,DAL,7,2,0,0,0,0,00:00.0,00:00.0,1586,372.74,982.34,UA,United Airlines,Rosewood Crescent Hotel
SFO-DAL,SFO,DAL,1,3,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,1354.8,0,0,UA,United Airlines,nan
SFO-CLT,SFO,CLT,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,226.5,0,0,UA,United Airlines,nan
SFO-BGO,SFO,BGO,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,15089.2,0,0,DL,Delta Airlines,nan
SFO-AUS,SFO,AUS,1,0,1,0,1,1,00:00.0,00:00.0,1711.1,0,0,DL,Delta Airlines,nan
SFO-AUS,SFO,AUS,1,0,1,0,1,1,00:00.0,00:00.0,1711.1,138.22,0,DL,Delta Airlines,nan
SFO-AUS,SFO,AUS,3,0,1,0,1,1,00:00.0,00:00.0,626.4,276.44,0,DL,Delta Airlines,nan
SFO-ATL,SFO,ATL,1,2,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,1194.63,0,0,DL,Delta Airlines,nan
SDF-SJC,SDF,SJC,7,1,1,0,1,1,00:00.0,00:00.0,2901,301.31,0,Multiple Airlines,Multiple Airlines,nan
SDF-SDF,SDF,SDF,2,2,0,0,0,0,00:00.0,00:00.0,0,222.44,0,nan,nan,nan
SAT-SAT,SAT,SAT,4,1,0,0,0,0,00:00.0,00:00.0,0,0,921.81,nan,nan,"The Westin Riverwalk, San Antonio"
SAT-SAT,SAT,SAT,2,2,0,0,0,0,00:00.0,00:00.0,0,145.01,0,nan,nan,nan
SAN-SFO,SAN,SFO,1,0,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,406,0,0,US,US Airways,nan
SAN-SFO,SAN,SFO,1,0,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,406,0,0,US,US Airways,nan
SAN-SFO,SAN,SFO,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,250.2,0,0,VX,Virgin America,nan
SAN-SFO,SAN,SFO,1,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,438,0,0,VX,Virgin America,nan
SAN-SAN,SAN,SAN,2,1,1,0,0,0,00:00.0,00:00.0,0,306.79,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,140.12,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,0,1,0,0,0,00:00.0,00:00.0,0,242.44,0,nan,nan,nan
SAN-SAN,SAN,SAN,6,1,0,0,0,0,00:00.0,00:00.0,0,95.94,101.18,nan,nan,Hotel Principado Tijuana Aeropuerto
SAN-SAN,SAN,SAN,6,1,0,0,0,0,00:00.0,00:00.0,0,95.94,223.14,nan,nan,Crowne Plaza Hanalei San Diego - Mission Valley
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,96.04,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,122.49,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,122.49,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,122.49,0,nan,nan,nan
SAN-SAN,SAN,SAN,2,1,0,0,0,0,00:00.0,00:00.0,0,122.49,0,nan,nan,nan
SAN-SAN,SAN,SAN,6,1,0,0,0,0,00:00.0,00:00.0,0,84.9,223.14,nan,nan,Crowne Plaza Hanalei San Diego - Mission Valley
SAN-PHX,SAN,PHX,1,1,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,621.3,0,0,US,US Airways,nan
SAN-PHX,SAN,PHX,1,1,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,621.3,0,0,US,US Airways,nan
SAL-MSY,SAL,MSY,7,0,2,0,0,0,00:00.0,00:00.0,1655.46,72.14,412.8,UA,United Airlines,Four Points by Sheraton New Orleans Airport
SAL-LAS,SAL,LAS,1,2,0,0,0,0,00:00.0,00:00.0,1431.06,0,0,DL,Delta Airlines,nan
RUH-BOM,RUH,BOM,5,1,0,0,0,0,00:00.0,00:00.0,332.77,0,0,nan,nan,Kohinoor Continental
ROS-ROS,ROS,ROS,4,0,2,0,0,0,00:00.0,00:00.0,0,0,402.56,nan,nan,Esplendor Savoy Rosario
ROC-WAS,ROC,WAS,1,1,0,0,0,0,00:00.0,00:00.0,190.2,0,0,US,US Airways,nan
ROC-WAS,ROC,WAS,5,1,0,0,0,0,00:00.0,00:00.0,290.7,0,172.5,UA,United Airlines,Courtyard by Marriott Washington Dulles Airport Chantilly
ROC-ROC,ROC,ROC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,611,nan,nan,Holiday Inn Rochester Airport
ROC-PHL,ROC,PHL,1,1,0,0,0,0,00:00.0,00:00.0,226.2,0,0,US,US Airways,nan
ROC-MIA,ROC,MIA,3,1,0,0,0,0,00:00.0,00:00.0,417.2,140.28,0,Multiple Airlines,Multiple Airlines,nan
ROC-MIA,ROC,MIA,3,1,0,0,0,0,00:00.0,00:00.0,417.2,140.28,0,Multiple Airlines,Multiple Airlines,nan
ROC-LGA,ROC,LGA,7,1,0,0,0,0,00:00.0,00:00.0,379.7,126.4,99.88,Multiple Airlines,Multiple Airlines,Knights Inn Pine Brook
ROC-LAS,ROC,LAS,7,1,0,0,0,0,00:00.0,00:00.0,759.2,181,385.35,DL,Delta Airlines,Vdara Hotel & Spa
ROC-LAS,ROC,LAS,7,1,0,0,0,0,00:00.0,00:00.0,340.2,140.82,526.75,US,US Airways,Vdara Hotel & Spa
ROA-ROA,ROA,ROA,4,2,0,0,0,0,00:00.0,00:00.0,0,0,325.28,nan,nan,Hotel Roanoke & Conf Cntr - a DoubleTree by Hilton Hotel
RNO-RNO,RNO,RNO,2,1,1,0,0,0,00:00.0,00:00.0,0,136.71,0,nan,nan,nan
RIC-YVR,RIC,YVR,5,2,0,0,0,0,00:00.0,00:00.0,1084.16,0,414.9324,Multiple Airlines,Multiple Airlines,The Delta Vancouver Airport
RIC-SJD,RIC,SJD,5,1,1,0,0,0,00:00.0,00:00.0,1384.26,0,166.04,US,US Airways,Hotel Mar de Cortez
RIC-SJD,RIC,SJD,5,1,1,0,0,0,00:00.0,00:00.0,1384.26,0,140.82,US,US Airways,Best Western Hotel & Suites Las Palmas
RIC-RIC,RIC,RIC,2,1,0,0,0,0,00:00.0,00:00.0,0,424.35,0,nan,nan,nan
RIC-RIC,RIC,RIC,2,1,0,0,0,0,00:00.0,00:00.0,0,204.8,0,nan,nan,nan
RIC-RIC,RIC,RIC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1056.52,nan,nan,Embassy Suites Richmond - The Commerce Center
RIC-RIC,RIC,RIC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1056.52,nan,nan,Embassy Suites Richmond - The Commerce Center
RIC-RIC,RIC,RIC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1056.52,nan,nan,Embassy Suites Richmond - The Commerce Center
RIC-MBJ,RIC,MBJ,3,1,1,0,1,0,00:00.0,00:00.0,1915.92,311.06,0,B6,JetBlue,nan
RIC-GIG,RIC,GIG,7,1,1,0,0,0,00:00.0,00:00.0,13495.86,108.5,988.38,DL,Delta Airlines,Quality Hotel Niteroi
RIC-BGO,RIC,BGO,7,1,1,0,0,0,00:00.0,00:00.0,16343.8,362.75,670.23,Multiple Airlines,Multiple Airlines,Scandic Bergen Airport
RIC-AUH,RIC,AUH,7,0,2,0,1,0,00:00.0,00:00.0,3648.4,0,756.66,Multiple Airlines,Multiple Airlines,Park Inn by Radisson Abu Dhabi Yas Island
RDU-JFK,RDU,JFK,1,1,0,0,0,0,00:00.0,00:00.0,237,0,0,AA,American Airlines,nan
PVR-PVR,PVR,PVR,2,0,1,0,0,0,00:00.0,00:00.0,0,68.01,0,nan,nan,nan
PVR-PVR,PVR,PVR,2,0,1,0,0,0,00:00.0,00:00.0,0,68.01,0,nan,nan,nan
PVR-PVR,PVR,PVR,2,1,1,0,0,0,00:00.0,00:00.0,0,16.99,0,nan,nan,nan
PVR-PVR,PVR,PVR,2,1,1,0,0,0,00:00.0,00:00.0,0,16.99,0,nan,nan,nan
PVD-PVD,PVD,PVD,4,1,0,0,0,0,00:00.0,00:00.0,0,0,222.51,nan,nan,Knights Inn Plainfield
PVD-PVD,PVD,PVD,4,2,0,0,0,0,00:00.0,00:00.0,0,0,157.6,nan,nan,Knights Inn Plainfield
PNS-PNS,PNS,PNS,6,1,0,0,0,0,00:00.0,00:00.0,0,96.9,524.63,nan,nan,Hilton Garden Inn Orange Beach
PNQ-PNQ,PNQ,PNQ,5,1,0,0,0,0,00:00.0,00:00.0,0,0,88.48,nan,nan,Formule 1 Pune Hinjewadi
PNQ-PNQ,PNQ,PNQ,5,2,0,0,0,0,00:00.0,00:00.0,0,0,94.94,nan,nan,Formule 1 Pune Hinjewadi
PNQ-PNQ,PNQ,PNQ,4,2,0,0,0,0,00:00.0,00:00.0,0,0,142.84,nan,nan,Hotel Madhav International
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,0,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,188.74,nan,nan,"Vivanta by Taj - Blue Diamond, Pune"
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,11154.99,nan,nan,The Pride Pune
PNQ-PNQ,PNQ,PNQ,4,1,6,6,0,0,00:00.0,00:00.0,0,0,11154.99,nan,nan,The Pride Pune
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,11154.99,nan,nan,The Pride Pune
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,11154.99,nan,nan,The Pride Pune
PNQ-PNQ,PNQ,PNQ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,11154.99,nan,nan,The Pride Pune
PLS-PLS,PLS,PLS,6,2,0,0,0,0,00:00.0,00:00.0,0,145.24,0,nan,nan,nan
PLS-PLS,PLS,PLS,6,2,0,0,0,0,00:00.0,00:00.0,0,101.68,0,nan,nan,nan
PLS-PLS,PLS,PLS,6,2,0,0,0,0,00:00.0,00:00.0,0,125.88,715.48,nan,nan,Ports of Call Resort
PLS-PLS,PLS,PLS,6,2,0,0,0,0,00:00.0,00:00.0,0,145.24,715.48,nan,nan,Ports of Call Resort
PLS-PLS,PLS,PLS,6,2,0,0,0,0,00:00.0,00:00.0,0,77.48,715.48,nan,nan,Ports of Call Resort
PLS-PLS,PLS,PLS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,2806.02,nan,nan,Gansevoort Turks And Caicos
PLS-PLS,PLS,PLS,4,2,0,0,0,0,00:00.0,00:00.0,0,0,3331.56,nan,nan,Villa Renaissance
PLS-MCO,PLS,MCO,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,300.1,0,0,UA,United Airlines,nan
PHX-YYZ,PHX,YYZ,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,1128.46,0,0,AC,Air Canada,nan
PHX-RIC,PHX,RIC,7,1,1,0,1,0,00:00.0,00:00.0,2525.4,136.55,186.52,Multiple Airlines,Multiple Airlines,Red Roof Inn Richmond Airport
PHX-PHX,PHX,PHX,6,2,1,0,0,0,00:00.0,00:00.0,0,207.48,2149.87,nan,nan,Omni Scottsdale Resort & Spa at Montelucia
PHX-PHX,PHX,PHX,4,3,0,0,0,0,00:00.0,00:00.0,0,0,295.72,nan,nan,Hospitality Suite Resort
PHX-PHX,PHX,PHX,3,1,0,0,0,0,00:00.0,00:00.0,0,131.03,0,nan,nan,nan
PHX-PHX,PHX,PHX,2,1,0,0,0,0,00:00.0,00:00.0,0,128.78,0,nan,nan,nan
PHX-PHX,PHX,PHX,2,1,0,0,0,0,00:00.0,00:00.0,0,128.78,0,nan,nan,nan
PHX-PHX,PHX,PHX,4,1,0,0,0,0,00:00.0,00:00.0,0,0,318.94,nan,nan,Pointe Hilton Squaw Peak Resort
PHX-PHX,PHX,PHX,2,0,1,0,0,0,00:00.0,00:00.0,0,245.21,0,nan,nan,nan
PHX-PHX,PHX,PHX,2,0,1,0,0,0,00:00.0,00:00.0,0,234.8,0,nan,nan,nan
PHX-PHX,PHX,PHX,2,1,1,0,0,1,00:00.0,00:00.0,0,201.23,0,nan,nan,nan
PHX-PHX,PHX,PHX,4,1,0,0,0,0,00:00.0,00:00.0,0,0,405.2616,nan,nan,Pointe Hilton Tapatio Cliffs Resort
PHX-PHX,PHX,PHX,4,2,0,0,0,0,00:00.0,00:00.0,0,0,96.58,nan,nan,Comfort Inn Phoenix North
PHX-PHX,PHX,PHX,4,2,0,0,0,0,00:00.0,00:00.0,0,0,144.87,nan,nan,Comfort Inn Phoenix North
PHX-MIA,PHX,MIA,3,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,192.1,96.56,0,AA,American Airlines,nan
PHX-MIA,PHX,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,256,0,0,AA,American Airlines,nan
PHX-MIA,PHX,MIA,7,1,0,0,0,0,00:00.0,00:00.0,464.2,59.18,486.41,Multiple Airlines,Multiple Airlines,Metropole Suites South Beach
PHX-LAS,PHX,LAS,7,1,0,0,0,0,00:00.0,00:00.0,180.2,45.93,34.28,US,US Airways,LVH - Las Vegas Hotel & Casino
PHX-LAS,PHX,LAS,7,1,0,0,0,0,00:00.0,00:00.0,180.2,45.93,34.66,US,US Airways,Circus Circus Hotel & Casino
PHX-LAS,PHX,LAS,7,1,0,0,0,0,00:00.0,00:00.0,180.2,45.93,34.66,US,US Airways,Circus Circus Hotel & Casino
PHX-LAS,PHX,LAS,7,1,0,0,0,0,00:00.0,00:00.0,180.2,45.93,34.66,US,US Airways,Circus Circus Hotel & Casino
PHX-LAS,PHX,LAS,7,1,0,0,0,0,00:00.0,00:00.0,180.2,49.44,34.8,US,US Airways,Sam's Town Hotel & Gambling Hall
PHX-LAS,PHX,LAS,5,0,2,0,0,0,00:00.0,00:00.0,394.4,0,285.76,DL,Delta Airlines,LVH - Las Vegas Hotel & Casino
PHX-LAS,PHX,LAS,1,1,1,0,0,0,00:00.0,00:00.0,203.02,0,0,US,US Airways,nan
PHX-LAS,PHX,LAS,1,1,1,0,0,0,00:00.0,00:00.0,559.9,0,0,Multiple Airlines,Multiple Airlines,nan
PHX-EWR,PHX,EWR,7,1,1,0,0,0,00:00.0,00:00.0,2908.4,228.52,694.78,UA,United Airlines,DoubleTree by Hilton Hotel Newark Airport
PHX-EWR,PHX,EWR,7,1,1,0,0,0,00:00.0,00:00.0,2908.4,228.52,522.18,UA,United Airlines,Playland Motel
PHX-DFW,PHX,DFW,7,1,0,0,0,0,00:00.0,00:00.0,378,289.54,464.05,US,US Airways,Wyndham Dallas Suites- Park Central
PHX-DEN,PHX,DEN,7,1,0,0,0,0,00:00.0,00:00.0,714.3,74.66,161.73,UA,United Airlines,Sheraton Denver Downtown Hotel
PHX-DEN,PHX,DEN,7,1,0,0,0,0,00:00.0,00:00.0,111.2,74.66,140.34,F9,Frontier Airlines,The Curtis Denver - a DoubleTree by Hilton Hotel
PHX-DEN,PHX,DEN,7,1,0,0,0,0,00:00.0,00:00.0,86.2,74.66,140.34,NK,Spirit Airlines,The Curtis Denver - a DoubleTree by Hilton Hotel
PHX-DEN,PHX,DEN,7,1,0,0,0,0,00:00.0,00:00.0,111.2,74.66,70.942,F9,Frontier Airlines,Fairfield Inn & Suites by Marriott Williamsburg
PHX-COR,PHX,COR,3,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,1817.1,68.99,0,LA,LAN Airlines,nan
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,308.05,nan,nan,Wyndham Philadelphia Historic District
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,393.62,nan,nan,Sheraton Philadelphia Downtown Hotel
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,151.22,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,278.1278,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,280.9488,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,280.9488,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,280.9488,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,213.54,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,151.22,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,151.22,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,280.9488,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,176.12,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,170.38,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,93.6496,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,195.27,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,280.9488,nan,nan,Wyndham Garden Philadelphia Airport
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,577.46,nan,nan,Runnemede Inn and Suites
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,213.54,nan,nan,Days Hotel West Chester - Brandywine Valley
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,808.61,nan,nan,Four Seasons Hotel Philadelphia
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,161.11,nan,nan,Rodeway Inn
PHL-PHL,PHL,PHL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,161.11,nan,nan,Rodeway Inn
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,161.11,nan,nan,Rodeway Inn
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,161.11,nan,nan,Rodeway Inn
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,161.11,nan,nan,Rodeway Inn
PHL-PHL,PHL,PHL,4,1,0,0,0,0,00:00.0,00:00.0,0,0,453.52,nan,nan,Hyatt Regency Philadelphia at Penn's Landing
PHF-PLS,PHF,PLS,1,1,2,0,0,0,00:00.0,00:00.0,2316.6,0,0,Multiple Airlines,Multiple Airlines,nan
PHF-PLS,PHF,PLS,1,1,2,0,0,0,00:00.0,00:00.0,2316.6,0,0,Multiple Airlines,Multiple Airlines,nan
PHF-PLS,PHF,PLS,1,1,0,0,0,0,00:00.0,00:00.0,772.2,0,0,AA,American Airlines,nan
PHF-PLS,PHF,PLS,1,1,0,0,0,0,00:00.0,00:00.0,772.2,0,0,AA,American Airlines,nan
PHF-LGW,PHF,LGW,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,9073.1,0,0,Multiple Airlines,Multiple Airlines,nan
PHF-LGW,PHF,LGW,1,0,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,9073.1,0,0,Multiple Airlines,Multiple Airlines,nan
PHF-KWI,PHF,KWI,5,1,2,0,0,0,00:00.0,00:00.0,6222.6,0,690,Multiple Airlines,Multiple Airlines,Ramada Hotel Kuwait
PHF-GRB,PHF,GRB,1,0,1,0,1,1,00:00.0,00:00.0,1286.4,0,0,DL,Delta Airlines,nan
PEK-PEK,PEK,PEK,4,2,0,0,0,0,00:00.0,00:00.0,0,0,480.91,nan,nan,InterContinental Beijing Beichen
PEK-PEK,PEK,PEK,4,2,0,0,0,0,00:00.0,00:00.0,0,0,886.8,nan,nan,Beijing Hotel
PEK-PEK,PEK,PEK,4,1,0,0,0,0,00:00.0,00:00.0,0,0,45,nan,nan,Super 8 Hotel Beijing Jin Bao Jie
PEK-PEK,PEK,PEK,4,2,0,0,0,0,00:00.0,00:00.0,0,0,3238.626,nan,nan,Raffles Beijing Hotel
PEK-PEK,PEK,PEK,4,3,0,0,0,0,00:00.0,00:00.0,0,0,596.04,nan,nan,Capital Hotel
PEK-PEK,PEK,PEK,4,1,0,0,0,0,00:00.0,00:00.0,0,0,424.82,nan,nan,Beijing Hotel
PEK-PEK,PEK,PEK,4,1,0,0,0,0,00:00.0,00:00.0,0,0,166.1,nan,nan,King Wing Hot Spring International Hotel
PEK-ORD,PEK,ORD,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,835.1,0,0,HU,Hainan Airlines,nan
PBI-BFL,PBI,BFL,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,593.1,0,0,UA,United Airlines,nan
PAR-PAR,PAR,PAR,4,2,0,0,0,0,00:00.0,00:00.0,0,0,283,nan,nan,Timhotel Jardin Des Plantes
ORL-ORL,ORL,ORL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,803.86,nan,nan,Disney's Contemporary Resort
ORD-YVR,ORD,YVR,7,0,2,0,0,0,00:00.0,00:00.0,2242.92,76.81,679.34,Multiple Airlines,Multiple Airlines,The Fairmont Waterfront
ORD-YVR,ORD,YVR,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,1099.78,0,0,AA,American Airlines,nan
